ID,Year_Birth,Education,Marital_Status,Income,KidsInHome,TeensInHome,CustomerJoinDate,AmmountSpentOnWine,AmmountSpentOnFruit,AmmountSpentOnMeatProducts,AmmountSpentOnFish,AmmountSpentOnSweetProducts,AmmountSpentOnGold,NumberPurchasesWithDiscount,NumberOfWebPurchases,NumberOfCatalogPurchases,NumberOfStorePurchases,NumberOfWebsiteVisits,Accepted3rdCampaignOffer,Accepted4thCampaignOffer,Accepted5thCampaignOffer,Accepted1stCampaignOffer,Accepted2ndCampaignOffer,ComplainedInLast2Years,AcceptedLastCampaignOffer,Age,Revenue,Purchases,AverageOrderValue,MostRecentPurchase,AcceptedAnyCampaignOrDiscount,CustomerComplainedRecently
9825,1970,Graduation,Divorced,72967,0,1,12/15/12,181.24,35,179,0,0,125,2,7,2,8,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,53,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
9826,1972,PhD,Married,43269,1,0,9/16/13,9.4,1,7,0,0,1,1,1,0,2,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,LOW (<=$50),LOW (<=5),LOW (<=$15),LATE (About a quarter),TRUE,FALSE
9827,1974,PhD,Divorced,25509,1,0,9/18/12,39.84,3,30,10,7,11,3,3,0,3,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,49,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
9828,1952,Graduation,Divorced,62335,0,0,5/23/13,243,131,217,85,6,26,2,3,3,15,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
9829,1992,Basic,Single,6884,1,0,3/12/12,10,17,18,8,26,40,4,3,2,2,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),LATE (About a quarter),TRUE,FALSE
9830,1962,Master,Married,58646,0,0,10/6/13,62,1,44,6,5,22,1,2,1,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
9831,1971,Graduation,Single,10245,1,0,5/15/13,2.88,7,7,6,4,13,3,1,2,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9832,1978,Basic,Together,24882,1,0,9/9/12,1.14,4,10,29,0,36,1,1,1,2,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,MEDIUM ($50-$250),LOW (<=5),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9833,1955,PhD,Married,59821,0,1,12/4/13,629,0,70,0,0,35,6,11,2,6,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
9834,1976,PhD,Divorced,70179,0,1,7/21/13,555.17,88,168,69,44,133,3,7,3,13,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
9835,1972,PhD,Single,55260,0,0,12/12/12,836.96,8,53,11,0,242,2,8,10,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
9836,1985,Graduation,Single,70596,1,1,5/10/12,408.56,44,534,17,0,26,1,3,5,12,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
9837,1965,PhD,Married,84618,0,0,11/22/13,684,100,801,21,66,0,1,6,9,11,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,58,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
9838,1948,Graduation,Together,70666,0,0,6/12/13,398,40,367,119,122,30,1,7,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
9839,1949,PhD,Married,80360,0,0,3/3/13,1493,86,454,112,43,43,2,4,4,6,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,74,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
9840,1953,Graduation,Together,41452,1,1,6/3/13,13,0,3,0,0,0,1,1,0,2,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9841,1970,PhD,Together,64413,0,1,1/8/13,242.94,5,44,0,10,20,1,5,1,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9842,1966,2n Cycle,Single,89572,0,0,9/15/12,606,24,974,197,194,64,1,7,7,8,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,57,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
9843,1966,Graduation,Single,86358,1,1,8/8/12,957,47,494,82,47,95,4,5,3,5,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
9844,1989,Basic,Married,30854,0,0,12/22/12,1,4,3,8,9,7,1,1,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9845,1977,2n Cycle,Together,25315,1,0,7/11/13,0.89,9,8,11,3,22,3,3,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9846,1973,PhD,Divorced,35860,1,1,5/19/14,16.6,0,8,4,2,20,2,1,1,2,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9847,1980,PhD,Single,76412,0,0,5/5/13,789.41,53,804,23,71,17,1,5,4,8,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,43,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
9848,1979,Graduation,Together,34350,1,0,10/19/13,13.7,3,15,2,1,11,1,1,0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9849,1980,2n Cycle,Married,96547,0,0,5/23/14,549.53,21,125,52,101,62,0,7,6,8,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,43,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
9850,1971,Graduation,Single,10245,0,0,5/15/13,3.89,7,7,6,4,13,3,1,2,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9851,1957,Graduation,Single,78499,0,0,11/23/13,912,72,170,47,36,97,1,11,3,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,66,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
9852,1965,Graduation,Married,69139,0,1,1/27/14,86,12,75,33,15,6,1,4,1,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9853,1976,Graduation,Married,30772,0,0,12/3/14,5.23,2,4,2,1,4,1,1,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9854,1974,Graduation,Married,67445,0,0,12/8/12,587.64,80,217,29,80,11,5,9,6,12,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
9855,1970,Graduation,Single,30015,1,0,2/2/14,27.24,0,22,2,3,5,2,1,0,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9856,1953,Graduation,Married,37716,0,0,4/21/14,97,1,41,6,2,41,2,4,1,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
9857,1978,Graduation,Married,51267,1,1,10/29/13,169.85,2,64,7,2,12,4,3,3,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9858,1980,Graduation,Married,61014,0,1,11/8/12,255.09,129,495,182,43,29,4,9,3,4,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
9859,1986,Graduation,Single,26816,0,0,8/17/12,4.12,1,6,3,4,3,1,0,0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9860,1980,Graduation,Married,80011,0,1,4/29/13,484.87,76,536,82,178,102,2,8,6,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
9861,1958,Graduation,Together,64961,0,1,12/23/12,382,114,276,75,124,38,2,6,4,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
9862,1963,Graduation,Single,30983,0,1,9/11/12,51,4,50,12,1,49,1,4,0,3,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,60,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9863,1985,2n Cycle,Married,23148,0,0,2/18/14,2.86,6,8,6,3,10,1,2,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9864,1960,2n Cycle,Divorced,87305,0,0,9/23/12,345,25,501,63,138,80,1,5,3,7,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,63,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
9865,1972,Graduation,Married,56721,0,0,10/31/12,186.88,6,39,6,13,75,5,4,1,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,HIGH ($250-$100),MEDIUM (5-10),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
9866,1951,Graduation,Single,49090,0,0,7/19/13,494,5,82,7,0,100,3,7,2,10,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
9867,1951,Master,Together,59385,1,1,4/28/13,135,0,10,0,4,36,2,3,1,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
9868,1954,Graduation,Together,39898,0,1,12/2/13,69,8,26,12,7,12,2,3,0,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
9869,1964,Graduation,Widow,85620,0,0,7/1/14,416,46,925,60,107,46,1,3,6,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,59,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
9870,1951,Master,Married,67381,0,1,1/15/13,815,8,53,11,0,70,4,2,2,6,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,72,HIGH ($250-$100),MEDIUM (5-10),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
9871,1988,Graduation,Together,87679,1,0,7/27/13,1190.18,172,815,97,148,33,1,7,11,10,4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,35,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
9872,1984,Master,Married,30477,1,0,1/22/14,40.04,1,6,0,0,12,1,1,1,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
9873,1980,2n Cycle,Together,14515,1,0,9/11/12,7.06,4,9,6,36,35,4,2,2,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,43,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),LATE (About a quarter),TRUE,FALSE
9874,1976,Master,Together,46106,1,1,11/5/14,34.49,0,8,2,0,14,1,1,1,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9875,1971,Graduation,Single,91700,1,0,1/17/13,733.21,172,961,125,115,19,1,8,6,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,52,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
9876,1981,PhD,Single,36038,1,0,5/31/13,22.14,0,15,0,2,7,2,3,0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,LOW (<=$50),MEDIUM (5-10),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9877,1979,Basic,Single,15862,1,0,6/27/13,0.82,1,4,11,9,10,1,1,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9878,1973,Master,Married,27159,1,1,3/29/14,14.01,0,3,0,0,1,2,1,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9879,1973,PhD,Together,20427,0,0,3/24/14,3.91,0,4,0,0,1,1,1,0,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,LOW (<=$50),LOW (<=5),LOW (<=$15),LATE (About a quarter),TRUE,FALSE
9880,1970,PhD,Married,67353,0,1,12/31/13,648.15,17,151,0,8,35,5,5,6,12,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
9881,1960,PhD,Divorced,50611,0,1,4/10/12,459,0,24,6,0,4,6,4,5,6,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,63,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
9882,1952,Master,Together,43776,0,0,3/2/13,177,2,71,3,2,20,6,5,2,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,71,HIGH ($250-$100),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
9883,1970,Graduation,Married,70617,0,0,6/23/13,326.86,61,753,40,46,27,1,3,3,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
9884,1979,Graduation,Married,27244,1,0,7/3/14,5.74,5,17,3,24,46,2,2,2,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
9885,1970,PhD,Married,55158,0,0,7/30/12,337.05,0,87,4,11,23,4,7,2,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,53,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
9886,1968,2n Cycle,Married,48985,0,1,5/7/13,18.97,13,18,10,7,8,1,1,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
9887,1958,Graduation,Together,64961,0,1,12/23/12,382,114,276,75,124,38,2,6,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
9888,1967,Graduation,Married,22574,2,1,10/28/13,25,0,8,2,0,2,2,2,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9889,1974,Graduation,Together,48186,0,0,3/20/14,93.69,3,66,12,7,34,3,4,1,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9890,1967,Graduation,Single,79146,0,0,4/24/14,245,16,223,21,43,16,2,8,1,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
9891,1990,Graduation,Single,21440,1,0,6/30/13,11,7,9,3,1,11,1,1,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9892,1970,Graduation,Married,13260,0,0,8/23/13,8.2,4,17,10,2,7,4,3,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,LOW (<=$50),MEDIUM (5-10),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9893,1979,Graduation,Married,36781,1,0,10/4/14,27.95,1,17,0,3,13,1,2,1,2,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,44,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
9894,1962,Graduation,Divorced,37859,1,2,12/1/13,22,1,8,2,1,2,2,1,0,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9895,1946,PhD,Married,51012,0,0,4/18/13,102,9,63,2,9,24,1,4,1,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
9896,1975,PhD,Married,80427,0,1,12/9/12,1170.18,71,449,69,71,26,1,11,8,8,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
9897,1973,Graduation,Married,26228,1,0,9/22/13,1.73,6,4,3,1,9,1,1,0,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9898,1946,Graduation,Married,78569,0,0,2/19/14,558,79,622,207,175,95,1,4,6,4,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,77,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
9899,1961,PhD,Together,63342,0,1,10/16/12,918,21,118,13,10,21,3,8,3,4,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,62,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
9900,1979,Basic,Together,23724,1,0,8/1/13,4.3,23,15,0,18,14,2,2,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),LATE (About a quarter),TRUE,FALSE
9901,1992,Basic,Single,6138,1,0,3/12/12,10,17,18,8,26,40,4,3,2,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),LATE (About a quarter),TRUE,FALSE
9902,1962,Graduation,Married,71434,0,0,9/18/13,711,36,217,172,96,168,3,7,4,7,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,61,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
9903,1950,Graduation,Together,27203,1,1,6/8/12,13,2,21,4,0,24,2,1,1,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73,MEDIUM ($50-$250),LOW (<=5),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
9904,1958,Graduation,Divorced,79803,0,1,2/6/14,574,8,216,21,16,33,1,4,3,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,HIGH ($250-$100),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
9905,1945,Graduation,Married,69755,0,0,2/10/13,217,77,373,111,23,93,1,3,6,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
9906,1979,Graduation,Married,56775,0,1,2/1/13,621.47,35,160,58,35,35,2,5,8,10,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
9907,1976,Graduation,Together,54058,0,1,4/6/13,212.65,18,252,32,108,54,2,4,6,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
9908,1968,Master,Divorced,63841,0,1,4/21/13,603.01,15,100,20,7,131,1,9,3,9,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
9909,1971,Master,Together,30538,1,0,1/10/12,247.99,0,52,8,3,20,4,9,0,4,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
9910,1956,Master,Together,54603,1,1,9/7/13,145,13,46,17,2,4,6,4,2,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
9911,1950,Graduation,Single,16813,0,0,7/19/13,4,8,11,12,2,13,1,2,0,4,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73,LOW (<=$50),MEDIUM (5-10),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9912,1978,Graduation,Together,41154,0,1,9/4/13,38.15,2,11,2,3,7,1,1,0,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9913,1953,Graduation,Divorced,23272,0,0,10/17/13,19,3,6,4,2,12,1,1,0,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9914,1962,Graduation,Divorced,46102,0,0,10/3/14,14,0,1,0,0,1,1,1,0,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,LOW (<=$50),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
9915,1951,Master,Together,39767,0,0,7/21/13,113,61,204,34,26,47,2,7,1,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
9916,1986,Graduation,Divorced,41411,0,0,7/12/13,36.64,32,38,11,3,18,1,2,1,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
9917,1987,Graduation,Married,7500,0,0,9/1/13,0,2,3,4,1,5,1,0,0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
9918,1954,Graduation,Single,46344,1,1,8/3/14,11,1,6,2,1,6,2,1,1,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9919,1989,Master,Divorced,12041,0,0,5/22/14,8,4,10,2,2,4,2,3,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,LOW (<=$50),MEDIUM (5-10),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
9920,1984,PhD,Single,42710,1,0,11/28/12,226.71,3,42,4,3,102,2,4,5,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
